"model_string","metric","score","effective_dimensions","training"
"hardcorenas_f_classification","CRSA",0.435452821789894,14.6879043336388,"ImageNet+"
"shufflenet_v2_x1_0_random","WRSA",0.0484111170014511,1.66969422337236,"Untrained"
"mobilenetv3_large_100_random","WRSA",0.0570721362434575,41.643292908151,"Untrained"
"regnetx_064_random","WRSA",0.0753292879536618,22.5497882973019,"Untrained"
"resnet152_random","WRSA",0.0753971550785051,3.06062655195828,"Untrained"
"gmixer_24_224_random","WRSA",0.0782555879401682,60.3061318653506,"Untrained"
"convmixer_768_32_random","WRSA",0.0823022326917199,11.4946758613964,"Untrained"
"efficientnet_b1_random","WRSA",0.084832218326512,1.74308268900045,"Untrained"
"resnet101_random","WRSA",0.0856224005472952,3.91299363484683,"Untrained"
"tnt_s_patch16_224_random","WRSA",0.0893335210621157,28.3741137274253,"Untrained"
"semnasnet_100_random","WRSA",0.0895982684190234,17.4372428173144,"Untrained"
"resnet50_random","WRSA",0.0927240565216247,5.19030817243131,"Untrained"
"pit_ti_224_random","WRSA",0.0930978601743859,5.0252894027191,"Untrained"
"nfnet_l0_random","WRSA",0.093717142706907,2.38856801716959,"Untrained"
"poolformer_s36_random","WRSA",0.0942273195435448,26.8568914229598,"Untrained"
"levit_128_random","WRSA",0.0953406106613421,1.23523676893835,"Untrained"
"convit_tiny_random","WRSA",0.0962812794593525,17.4851595557556,"Untrained"
"coat_lite_tiny_random","WRSA",0.096478006812647,46.2839425298534,"Untrained"
"vit_tiny_patch16_224_random","WRSA",0.0967475017787395,27.1563410141065,"Untrained"
"pit_b_224_random","WRSA",0.0977833412839977,10.5720922758025,"Untrained"
"resmlp_big_24_224_random","WRSA",0.0982949004527945,21.7479600925504,"Untrained"
"mobilenet_v2_random","WRSA",0.0998487672642903,22.036104450052,"Untrained"
"crossvit_base_240_random","WRSA",0.10021241534237,15.965976983789,"Untrained"
"resmlp_24_224_random","WRSA",0.100697672157939,21.7855393471696,"Untrained"
"resmlp_36_224_random","WRSA",0.100966158828301,22.4517804042224,"Untrained"
"convnext_base_random","WRSA",0.101573748020998,30.427905309768,"Untrained"
"efficientnet_b3_random","WRSA",0.101986587329274,1.71793058889747,"Untrained"
"mixer_b16_224_random","WRSA",0.10264415578698,83.6356973118149,"Untrained"
"autoencoding_taskonomy","WRSA",0.103054515047104,37.4317786619831,"Taskonomy"
"resmlp_12_224_random","WRSA",0.10305792347042,23.8681332185534,"Untrained"
"vit_small_patch32_224_random","WRSA",0.105929944355862,21.6982453899142,"Untrained"
"vit_small_patch16_224_random","WRSA",0.106113516154755,25.0928601775522,"Untrained"
"xcit_nano_12_p16_224_random","WRSA",0.106375443302492,1.23213766316881,"Untrained"
"convnext_large_random","WRSA",0.106915540208708,32.7980909226976,"Untrained"
"eca_nfnet_l0_random","WRSA",0.108979729706682,1.67663598890862,"Untrained"
"inception_v3_random","WRSA",0.109487186892379,3.08810236460908,"Untrained"
"swin_tiny_patch4_window7_224_random","WRSA",0.110466715880929,22.21884337856,"Untrained"
"swin_base_patch4_window7_224_random","WRSA",0.110710114465379,18.0993349466811,"Untrained"
"gmlp_s16_224_random","WRSA",0.111295995524232,38.4156517827836,"Untrained"
"deit_base_patch16_224_random","WRSA",0.111822031413063,21.0676717599046,"Untrained"
"resnet18_random","WRSA",0.112547105325948,7.95688624244778,"Untrained"
"mixer_l16_224_random","WRSA",0.112686206450459,105.430729304293,"Untrained"
"vit_base_patch16_224_random","WRSA",0.113179556685399,22.2809314059147,"Untrained"
"ghostnet_100_random","WRSA",0.114032100524357,1.37338719859353,"Untrained"
"hardcorenas_f_random","WRSA",0.114184934575579,1.22598567416187,"Untrained"
"seresnext50_32x4d_random","WRSA",0.115083793325796,31.3454509499063,"Untrained"
"regnety_064_random","WRSA",0.115307269900153,1.99148831192305,"Untrained"
"swin_large_patch4_window7_224_random","WRSA",0.11547264488855,21.4497991314152,"Untrained"
"mnasnet1_0_random","WRSA",0.115479322111051,12.9776122251692,"Untrained"
"vit_base_patch32_224_random","WRSA",0.116324585367619,25.0963095857248,"Untrained"
"convit_base_random","WRSA",0.117913466217995,15.2474112932841,"Untrained"
"keypoints2d_taskonomy","WRSA",0.118008558924159,1.19655279054977,"Taskonomy"
"dla34_random","WRSA",0.118052737570364,10.6555448013016,"Untrained"
"squeezenet1_0_random","WRSA",0.12147117888474,15.6801937722904,"Untrained"
"vgg16_random","WRSA",0.122278165457196,10.5366573014252,"Untrained"
"vit_large_patch16_224_random","WRSA",0.122540426652489,13.3191566980288,"Untrained"
"visformer_small_random","WRSA",0.123006259521695,8.57903159795676,"Untrained"
"random_weights_taskonomy","WRSA",0.124592851008857,25.306011764893,"Taskonomy"
"cspresnet50_random","WRSA",0.130713126173613,25.2511107726524,"Untrained"
"densenet121_random","WRSA",0.131889290863765,1.29701215373783,"Untrained"
"alexnet_random","WRSA",0.133154536096829,8.81411003458734,"Untrained"
"skresnext50_32x4d_random","WRSA",0.1345556901375,18.6674735473222,"Untrained"
"xcit_nano_12_p8_224_random","WRSA",0.137995415630422,1.93375904405301,"Untrained"
"hardcorenas_a_random","WRSA",0.140216063709411,1.70406422526726,"Untrained"
"denoising_taskonomy","WRSA",0.142459039420514,3.1352152934833,"Taskonomy"
"xception_random","WRSA",0.150478535269003,23.2136406819758,"Untrained"
"nonfixated_pose_taskonomy","WRSA",0.153339096670095,241.548632536431,"Taskonomy"
"jigsaw_taskonomy","WRSA",0.155103150115625,320.391453731628,"Taskonomy"
"googlenet_random","WRSA",0.160861661858028,3.91194737986208,"Untrained"
"edge_texture_taskonomy","WRSA",0.166035680530001,1.02089141441363,"Taskonomy"
"segment_unsup2d_taskonomy","WRSA",0.169582166271173,144.344482234225,"Taskonomy"
"jx_nest_tiny_random","WRSA",0.174921216613881,2.31096448669957,"Untrained"
"vanishing_point_taskonomy","WRSA",0.183634531154779,19.2984693066555,"Taskonomy"
"inpainting_taskonomy","WRSA",0.195174615231136,2.87306571090997,"Taskonomy"
"egomotion_taskonomy","WRSA",0.197485877204509,328.689716907748,"Taskonomy"
"point_matching_taskonomy","WRSA",0.215527704622801,204.523396138664,"Taskonomy"
"fixated_pose_taskonomy","WRSA",0.235927716849598,283.35639309493,"Taskonomy"
"nf_resnet50_random","WRSA",0.280178340781254,3.5916595090167,"Untrained"
"alexnet_gn_ipcl_vggface2","WRSA",0.289686661596372,22.306434125456,"VGGFace2"
"room_layout_taskonomy","WRSA",0.308685400103079,237.033119388946,"Taskonomy"
"segment_unsup25d_taskonomy","WRSA",0.313026993640113,176.307234260531,"Taskonomy"
"curvature_taskonomy","WRSA",0.320142659400121,4.76154600287257,"Taskonomy"
"segment_semantic_taskonomy","WRSA",0.32444837356152,280.205283718739,"Taskonomy"
"depth_zbuffer_taskonomy","WRSA",0.330888267235098,45.8279325436433,"Taskonomy"
"normal_taskonomy","WRSA",0.338698014974659,105.037395400915,"Taskonomy"
"edge_occlusion_taskonomy","WRSA",0.347592445873302,304.288195875953,"Taskonomy"
"reshading_taskonomy","WRSA",0.357853176909959,281.022484518711,"Taskonomy"
"depth_euclidean_taskonomy","WRSA",0.361066707222347,206.934856291327,"Taskonomy"
"keypoints3d_taskonomy","WRSA",0.361683115605629,293.698205941353,"Taskonomy"
"class_scene_taskonomy","WRSA",0.425503530784422,106.23223329823,"Taskonomy"
"class_object_taskonomy","WRSA",0.435715092750933,207.437629790787,"Taskonomy"
"alexnet_gn_ipcl_places256","WRSA",0.49458977131199,54.0414373256798,"Places256"
"alexnet_gn_ipcl_openimages","WRSA",0.516822703041956,50.6666260758357,"OpenImages"
"alexnet_gn_ipcl_imagenet","WRSA",0.561646501496023,52.645084759783,"ImageNet+"
"ResNet50-JigSaw-Goyal19_selfsupervised","WRSA",0.564793138640511,86.7180275450225,"ImageNet+"
"ResNet50-RotNet_selfsupervised","WRSA",0.572062263675848,3.24087664333879,"ImageNet+"
"ResNet50-JigSaw-P100_selfsupervised","WRSA",0.577186795648082,45.559998551885,"ImageNet+"
"vit_tiny_patch16_224_classification","WRSA",0.589880898576647,45.8969754799167,"ImageNet+"
"ResNet50-MoCoV2-BS256_selfsupervised","WRSA",0.610037999120178,58.5750273250316,"ImageNet+"
"MiDaS_monoculardepth","WRSA",0.618679797978706,70.3789318658206,"ImageNet+"
"DPT_Hybrid_monoculardepth","WRSA",0.620368535815224,68.1858428702074,"ImageNet+"
"squeezenet1_0_classification","WRSA",0.622896447988761,7.47188121290707,"ImageNet+"
"keypoint_rcnn_R_50_FPN_3x_segmentation","WRSA",0.626937301298994,184.720074149267,"ImageNet+"
"convit_tiny_classification","WRSA",0.628494206512124,221.21767025149,"ImageNet+"
"ResNet50-ClusterFit-16K-RotNet_selfsupervised","WRSA",0.630281749582237,77.8605518347685,"ImageNet+"
"alexnet_classification","WRSA",0.63339324352131,105.503764677463,"ImageNet+"
"pit_b_224_classification","WRSA",0.637994466852614,260.644578873996,"ImageNet+"
"vit_small_patch32_224_classification","WRSA",0.638369873254185,125.598571051766,"ImageNet+"
"convit_base_classification","WRSA",0.638883090175434,145.062221596872,"ImageNet+"
"deit_base_patch16_224_classification","WRSA",0.639529915944539,290.979793749505,"ImageNet+"
"ViT-L-CLIP-CC12M_slip","WRSA",0.640342373786992,78.5010817791898,"ImageNet+"
"mixer_b16_224_in21k_classification","WRSA",0.640712485905546,156.859666851885,"ImageNet+"
"vit_small_patch16_224_in21k_classification","WRSA",0.645145312348998,90.9361929348098,"ImageNet+"
"vit_small_patch16_224_classification","WRSA",0.647296163299784,117.740191768502,"ImageNet+"
"vit_large_patch16_224_classification","WRSA",0.647621046112705,440.905516064624,"ImageNet+"
"resnet18_classification","WRSA",0.648354719706305,114.182238610512,"ImageNet+"
"vit_base_patch32_224_in21k_classification","WRSA",0.651845382071588,23.6182204043492,"ImageNet+"
"convnext_large_classification","WRSA",0.653516812059427,266.087938700061,"ImageNet+"
"vit_small_patch32_224_in21k_classification","WRSA",0.653830885145711,115.65346506312,"ImageNet+"
"crossvit_base_240_classification","WRSA",0.654918666442799,22.1759906986755,"ImageNet+"
"ViT-L-CLIP_slip","WRSA",0.655002821281638,89.7025943042492,"ImageNet+"
"vit_base_patch16_224_classification","WRSA",0.657162896785366,48.5542653689877,"ImageNet+"
"tnt_s_patch16_224_classification","WRSA",0.657387521482707,214.4743400026,"ImageNet+"
"shufflenet_v2_x1_0_classification","WRSA",0.660366000117106,105.228315547834,"ImageNet+"
"vit_base_patch32_224_classification","WRSA",0.660730880736759,162.179566041568,"ImageNet+"
"visformer_small_classification","WRSA",0.661018487752772,288.770991865977,"ImageNet+"
"xception_classification","WRSA",0.661419429960928,114.062717594731,"ImageNet+"
"resnet152_classification","WRSA",0.662221249270844,359.232227997073,"ImageNet+"
"pit_ti_224_classification","WRSA",0.662315711231154,170.064736864798,"ImageNet+"
"mixer_b16_224_classification","WRSA",0.662343797298573,165.146780144771,"ImageNet+"
"vit_large_patch16_224_in21k_classification","WRSA",0.663133304686734,24.7979478707062,"ImageNet+"
"resnet101_classification","WRSA",0.663434311447176,73.8158673106278,"ImageNet+"
"vit_base_r50_s16_224_in21k_classification","WRSA",0.663970854542014,128.646819533416,"ImageNet+"
"dla34_classification","WRSA",0.665072185179771,119.122035968465,"ImageNet+"
"retinanet_R_50_FPN_3x_detection","WRSA",0.66527166763575,55.0888897119245,"ImageNet+"
"skresnext50_32x4d_classification","WRSA",0.666463666026049,253.073725718555,"ImageNet+"
"vgg16_classification","WRSA",0.66760877801388,28.5903399009462,"ImageNet+"
"mixer_l16_224_classification","WRSA",0.667711534985612,137.007401278541,"ImageNet+"
"jx_nest_tiny_classification","WRSA",0.667807231703633,186.29071167606,"ImageNet+"
"densenet121_classification","WRSA",0.667968763709029,217.626975237227,"ImageNet+"
"ViT-B-CLIP_slip","WRSA",0.668024171404883,85.3979953522466,"ImageNet+"
"regnety_064_classification","WRSA",0.669790650866851,27.7816180425113,"ImageNet+"
"ViT-S-CLIP_slip","WRSA",0.670207078589246,68.1316568229727,"ImageNet+"
"googlenet_classification","WRSA",0.670522442873106,152.761070907754,"ImageNet+"
"mask_rcnn_R_50_FPN_3x_segmentation","WRSA",0.670917144850728,92.7284894786623,"ImageNet+"
"ResNet50-PIRL_selfsupervised","WRSA",0.672243604079862,53.0709620585814,"ImageNet+"
"coat_lite_tiny_classification","WRSA",0.672618455680976,134.663757443949,"ImageNet+"
"mnasnet1_0_classification","WRSA",0.673052513612464,189.478930231302,"ImageNet+"
"regnetx_064_classification","WRSA",0.673858365291194,78.7880743355735,"ImageNet+"
"inception_v3_classification","WRSA",0.674591946293969,245.421018730732,"ImageNet+"
"resmlp_12_224_classification","WRSA",0.67463722969758,238.023314646989,"ImageNet+"
"seresnext50_32x4d_classification","WRSA",0.674712991800946,12.4839420986166,"ImageNet+"
"convmixer_768_32_classification","WRSA",0.675434465808741,69.33132004995,"ImageNet+"
"convnext_base_classification","WRSA",0.675561003734044,220.43633432633,"ImageNet+"
"ghostnet_100_classification","WRSA",0.675593260595292,14.7969297648447,"ImageNet+"
"faster_rcnn_R_50_FPN_3x_detection","WRSA",0.675598511260687,62.315079924707,"ImageNet+"
"mobilenet_v2_classification","WRSA",0.675674271570439,57.9112056281614,"ImageNet+"
"mobilenetv3_large_100_classification","WRSA",0.676226726272867,19.6624087450168,"ImageNet+"
"cspresnet50_classification","WRSA",0.676782479703953,60.8790883350171,"ImageNet+"
"vit_base_patch16_224_in21k_classification","WRSA",0.677361806006053,23.9300541504776,"ImageNet+"
"swin_tiny_patch4_window7_224_classification","WRSA",0.67829146416013,90.5959615887714,"ImageNet+"
"swin_base_patch4_window7_224_classification","WRSA",0.678895864853623,304.430736122061,"ImageNet+"
"ResNet50-BarlowTwins-BS2048_selfsupervised","WRSA",0.679154468700829,6.53615673250734,"ImageNet+"
"semnasnet_100_classification","WRSA",0.679201737925084,208.03006560499,"ImageNet+"
"mixer_l16_224_in21k_classification","WRSA",0.680087558003426,63.3007582555779,"ImageNet+"
"resnet50_classification","WRSA",0.680405447068476,112.128232427673,"ImageNet+"
"efficientnet_b3_classification","WRSA",0.681269729611084,229.858747908059,"ImageNet+"
"nfnet_l0_classification","WRSA",0.682639768390844,28.4258990189993,"ImageNet+"
"eca_nfnet_l0_classification","WRSA",0.683437964436189,125.572173197564,"ImageNet+"
"ResNet50-SwAV-BS4096-2x224+6x96_selfsupervised","WRSA",0.683680597954077,47.7597142003638,"ImageNet+"
"gmixer_24_224_classification","WRSA",0.6837334720886,172.637612758299,"ImageNet+"
"dino_vitb16_selfsupervised","WRSA",0.684039464722449,70.1039076284787,"ImageNet+"
"xcit_nano_12_p16_224_classification","WRSA",0.68465777648567,61.3663761832519,"ImageNet+"
"hardcorenas_a_classification","WRSA",0.685037030009574,35.3884458725116,"ImageNet+"
"poolformer_s36_classification","WRSA",0.685101452754617,114.768362682983,"ImageNet+"
"swin_large_patch4_window7_224_classification","WRSA",0.685112966446932,164.428104307987,"ImageNet+"
"resmlp_24_224_classification","WRSA",0.685586299821049,102.010476817925,"ImageNet+"
"dino_resnet50_selfsupervised","WRSA",0.686916802693139,86.4384710252687,"ImageNet+"
"levit_128_classification","WRSA",0.687948373747472,102.000573966222,"ImageNet+"
"ViT-S-SimCLR_slip","WRSA",0.688482039895487,35.8092212519667,"ImageNet+"
"ViT-S-SLIP_slip","WRSA",0.688661419493063,63.7325943622077,"ImageNet+"
"hardcorenas_f_classification","WRSA",0.689066024979016,14.6879043336388,"ImageNet+"
"RegNet-128Gf-SEER-INFT_seer","WRSA",0.689252316003368,191.675748921063,"ImageNet+"
"ResNet50-DeepClusterV2-2x224+6x96_selfsupervised","WRSA",0.68987910091454,61.3943629737579,"ImageNet+"
"BiT-Expert-ResNet-V2-Food_bit_expert","WRSA",0.690048975400583,106.207980895554,"ImageNet+"
"ViT-L-SimCLR_slip","WRSA",0.690094782212805,37.2377604629331,"ImageNet+"
"gmlp_s16_224_classification","WRSA",0.690224548991095,93.8968271552275,"ImageNet+"
"BiT-Expert-ResNet-V2-Vehicle_bit_expert","WRSA",0.690576645149307,161.124358918976,"ImageNet+"
"BiT-Expert-ResNet-V2-Instrument_bit_expert","WRSA",0.690903784261306,156.690480962087,"ImageNet+"
"BiT-Expert-ResNet-V2-Flower_bit_expert","WRSA",0.691078116793662,77.9242221138788,"ImageNet+"
"BiT-Expert-ResNet-V2-Arthropod_bit_expert","WRSA",0.69108283658869,155.45363925531,"ImageNet+"
"efficientnet_b1_classification","WRSA",0.691123208736203,273.091116968325,"ImageNet+"
"ViT-B-SimCLR_slip","WRSA",0.69144925266006,37.0679258738159,"ImageNet+"
"nf_resnet50_classification","WRSA",0.691458182434738,50.3830090708515,"ImageNet+"
"resmlp_36_224_classification","WRSA",0.691810130887914,134.601191547965,"ImageNet+"
"BiT-Expert-ResNet-V2-Relation_bit_expert","WRSA",0.692788234002528,153.154237882224,"ImageNet+"
"yolov5l_yolo","WRSA",0.693639162017745,130.432017345665,"ImageNet+"
"yolov5m_yolo","WRSA",0.694824935691202,58.4873102472909,"ImageNet+"
"yolov5s_yolo","WRSA",0.69534739015991,80.1003907529361,"ImageNet+"
"BiT-Expert-ResNet-V2-Bird_bit_expert","WRSA",0.696079745511412,76.6224775697608,"ImageNet+"
"ViT-L-SLIP-CC12M_slip","WRSA",0.696148553354365,71.5685523866596,"ImageNet+"
"resmlp_big_24_224_classification","WRSA",0.696506878161363,140.867886576769,"ImageNet+"
"xcit_nano_12_p8_224_classification","WRSA",0.696689486717848,42.0373358208391,"ImageNet+"
"BiT-Expert-ResNet-V2-Animal_bit_expert","WRSA",0.697022896514738,155.469165757647,"ImageNet+"
"RegNet-64Gf-SEER-INFT_seer","WRSA",0.697451246034098,10.7449719648924,"ImageNet+"
"RegNet-32Gf-SEER-INFT_seer","WRSA",0.697947767050315,158.86010302822,"ImageNet+"
"BiT-Expert-ResNet-V2-Object_bit_expert","WRSA",0.699150587800203,149.674800294206,"ImageNet+"
"ResNet50-SimCLR_selfsupervised","WRSA",0.699473263615655,49.4157986441362,"ImageNet+"
"BiT-Expert-ResNet-V2-Mammal_bit_expert","WRSA",0.699517243036545,149.682394329237,"ImageNet+"
"swin_large_patch4_window7_224_in22k_classification","WRSA",0.700238621225425,185.651684789892,"ImageNet+"
"swin_base_patch4_window7_224_in22k_classification","WRSA",0.70031979735078,155.284959799123,"ImageNet+"
"BiT-Expert-ResNet-V2-Abstraction_bit_expert","WRSA",0.701331421163162,75.065944636278,"ImageNet+"
"ViT-L-SLIP_slip","WRSA",0.701492489172923,47.0960918205351,"ImageNet+"
"convnext_base_in22k_classification","WRSA",0.702359390195972,157.695752724328,"ImageNet+"
"ViT-L/14_clip","WRSA",0.703746286411152,77.0863136095469,"ImageNet+"
"RegNet-32Gf-SEER_seer","WRSA",0.704536060575759,72.4143186186441,"ImageNet+"
"resmlp_big_24_224_in22ft1k_classification","WRSA",0.704889655525824,155.081811817877,"ImageNet+"
"convnext_large_in22k_classification","WRSA",0.705726131133814,115.658832127168,"ImageNet+"
"ViT-B-SLIP_slip","WRSA",0.70639757295833,73.0911249069417,"ImageNet+"
"ViT-B/16_clip","WRSA",0.708478547506492,57.3874599942926,"ImageNet+"
"ViT-B/32_clip","WRSA",0.709119710775104,57.9437876094621,"ImageNet+"
"RegNet-128Gf-SEER_seer","WRSA",0.710837143560364,54.4226798025112,"ImageNet+"
"RegNet-64Gf-SEER_seer","WRSA",0.711955047776726,61.0533508618322,"ImageNet+"
"RN101_clip","WRSA",0.714726451660284,63.6126744565341,"ImageNet+"
"RN50_clip","WRSA",0.717295340720887,61.1033321760216,"ImageNet+"
